"REF_DATE,""GEO"",""DGUID"",""Sex"",""Age group"",""Activity"",""Period of the week"",""Student response"",""UOM"",""UOM_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819735"",""16.1.2.1.1.7"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819736"",""16.1.2.1.1.8"",""1"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819737"",""16.1.2.1.1.9"",""6"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819738"",""16.1.2.1.2.1"",""2"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819739"",""16.1.2.1.2.2"",""6"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819740"",""16.1.2.1.2.3"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819741"",""16.1.2.1.2.4"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819742"",""16.1.2.1.2.5"",""21"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819743"",""16.1.2.1.2.6"",""15"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819744"",""16.1.2.1.2.7"",""11"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819745"",""16.1.2.1.2.8"",""4"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819746"",""16.1.2.1.2.9"",""11"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819765"",""16.1.3.1.1.1"",""6"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819766"",""16.1.3.1.1.2"",""8"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819767"",""16.1.3.1.1.3"",""17"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819768"",""16.1.3.1.1.4"",""31"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819769"",""16.1.3.1.1.5"",""18"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819770"",""16.1.3.1.1.6"",""9"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819771"",""16.1.3.1.1.7"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819772"",""16.1.3.1.1.8"",""1"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819773"",""16.1.3.1.1.9"",""4"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819774"",""16.1.3.1.2.1"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819775"",""16.1.3.1.2.2"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819776"",""16.1.3.1.2.3"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819777"",""16.1.3.1.2.4"",""16"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819778"",""16.1.3.1.2.5"",""18"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819779"",""16.1.3.1.2.6"",""18"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819780"",""16.1.3.1.2.7"",""13"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819781"",""16.1.3.1.2.8"",""7"","""","""","""",""0"""
"2002,""Ireland"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819782"",""16.1.3.1.2.9"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819801"",""16.2.1.1.1.1"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819802"",""16.2.1.1.1.2"",""14"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819803"",""16.2.1.1.1.3"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819804"",""16.2.1.1.1.4"",""26"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819805"",""16.2.1.1.1.5"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819806"",""16.2.1.1.1.6"",""9"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819807"",""16.2.1.1.1.7"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819808"",""16.2.1.1.1.8"",""1"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819809"",""16.2.1.1.1.9"",""2"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819810"",""16.2.1.1.2.1"",""2"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819811"",""16.2.1.1.2.2"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819812"",""16.2.1.1.2.3"",""19"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819813"",""16.2.1.1.2.4"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819814"",""16.2.1.1.2.5"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819815"",""16.2.1.1.2.6"",""15"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819816"",""16.2.1.1.2.7"",""8"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819817"",""16.2.1.1.2.8"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819818"",""16.2.1.1.2.9"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819837"",""16.2.2.1.1.1"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819838"",""16.2.2.1.1.2"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819839"",""16.2.2.1.1.3"",""23"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819840"",""16.2.2.1.1.4"",""28"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819841"",""16.2.2.1.1.5"",""19"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819842"",""16.2.2.1.1.6"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819843"",""16.2.2.1.1.7"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819844"",""16.2.2.1.1.8"",""1"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819845"",""16.2.2.1.1.9"",""2"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819846"",""16.2.2.1.2.1"",""4"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819847"",""16.2.2.1.2.2"",""6"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819848"",""16.2.2.1.2.3"",""14"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819849"",""16.2.2.1.2.4"",""21"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819850"",""16.2.2.1.2.5"",""20"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819851"",""16.2.2.1.2.6"",""17"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819852"",""16.2.2.1.2.7"",""8"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819853"",""16.2.2.1.2.8"",""4"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819854"",""16.2.2.1.2.9"",""6"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819873"",""16.2.3.1.1.1"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819874"",""16.2.3.1.1.2"",""9"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819875"",""16.2.3.1.1.3"",""23"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819876"",""16.2.3.1.1.4"",""25"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819877"",""16.2.3.1.1.5"",""22"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819878"",""16.2.3.1.1.6"",""10"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819879"",""16.2.3.1.1.7"",""5"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819880"",""16.2.3.1.1.8"",""1"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819881"",""16.2.3.1.1.9"",""2"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29819882"",""16.2.3.1.2.1"",""3"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29819883"",""16.2.3.1.2.2"",""7"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29819884"",""16.2.3.1.2.3"",""9"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29819885"",""16.2.3.1.2.4"",""19"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29819886"",""16.2.3.1.2.5"",""18"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29819887"",""16.2.3.1.2.6"",""18"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29819888"",""16.2.3.1.2.7"",""11"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29819889"",""16.2.3.1.2.8"",""8"","""","""","""",""0"""
"2002,""Ireland"","""",""Females"",""15 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29819890"",""16.2.3.1.2.9"",""7"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820341"",""19.1.1.1.1.1"",""2"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820342"",""19.1.1.1.1.2"",""4"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820343"",""19.1.1.1.1.3"",""8"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820344"",""19.1.1.1.1.4"",""18"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820345"",""19.1.1.1.1.5"",""22"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820346"",""19.1.1.1.1.6"",""16"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820347"",""19.1.1.1.1.7"",""12"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29820348"",""19.1.1.1.1.8"",""6"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29820349"",""19.1.1.1.1.9"",""12"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820350"",""19.1.1.1.2.1"",""1"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820351"",""19.1.1.1.2.2"",""4"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820352"",""19.1.1.1.2.3"",""6"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820353"",""19.1.1.1.2.4"",""10"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820354"",""19.1.1.1.2.5"",""16"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820355"",""19.1.1.1.2.6"",""18"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820356"",""19.1.1.1.2.7"",""13"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29820357"",""19.1.1.1.2.8"",""10"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29820358"",""19.1.1.1.2.9"",""22"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820359"",""19.1.1.2.1.1"",""34"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820360"",""19.1.1.2.1.2"",""13"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820361"",""19.1.1.2.1.3"",""19"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820362"",""19.1.1.2.1.4"",""16"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820363"",""19.1.1.2.1.5"",""10"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820364"",""19.1.1.2.1.6"",""4"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820365"",""19.1.1.2.1.7"",""2"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29820366"",""19.1.1.2.1.8"",""0"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29820367"",""19.1.1.2.1.9"",""2"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820368"",""19.1.1.2.2.1"",""33"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820369"",""19.1.1.2.2.2"",""11"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820370"",""19.1.1.2.2.3"",""11"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820371"",""19.1.1.2.2.4"",""14"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820372"",""19.1.1.2.2.5"",""12"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820373"",""19.1.1.2.2.6"",""6"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820374"",""19.1.1.2.2.7"",""5"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29820375"",""19.1.1.2.2.8"",""3"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""11 years"",""Using a computer"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29820376"",""19.1.1.2.2.9"",""4"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820377"",""19.1.2.1.1.1"",""2"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820378"",""19.1.2.1.1.2"",""1"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820379"",""19.1.2.1.1.3"",""9"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820380"",""19.1.2.1.1.4"",""20"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820381"",""19.1.2.1.1.5"",""26"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820382"",""19.1.2.1.1.6"",""16"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820383"",""19.1.2.1.1.7"",""13"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29820384"",""19.1.2.1.1.8"",""5"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29820385"",""19.1.2.1.1.9"",""9"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29820386"",""19.1.2.1.2.1"",""1"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29820387"",""19.1.2.1.2.2"",""1"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29820388"",""19.1.2.1.2.3"",""3"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29820389"",""19.1.2.1.2.4"",""10"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29820390"",""19.1.2.1.2.5"",""18"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29820391"",""19.1.2.1.2.6"",""17"","""","""","""",""0"""
"2002,""Latvia"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29820392"",""19.1.2.1.2.7"",""17"","""","""","""",""0"""
